PDGP_ID,GENUS,SPECIES,SUBSPECIES,FAMILY,GEOGRAPHIC_REGION,COMMON_NAME,IUCN_STATUS,THREATENED_STATUS,WILDBORN,SEX,AB_QC,COV_QC,REFERENCE_SPECIES,N_HET,CALLABLE,nRoH_1mb,sRoH_1mb,AVERAGE_COVERAGE,REFERENCE_LENGTH,LOCATION_LONG_LAT,LOCATION_PROXY,COLLTECTION_YEAR,ENA-SRA_SOURCE_PROJECT,ENA-SRA_SAMPLE_ID
PD_0404,Tarsius,lariang,ssp,Tarsiidae,ASIA,Lariang_Tarsier,DD,DD,W,U,WARN,FAIL,Carlito_syrichta,4961149,1543900997,0,0,26.26,3453864774,NA,Indonesia,NA,PRJEB59576 (this study),ERS14600392
PD_0405,Tarsius,wallacei,ssp,Tarsiidae,ASIA,Wallace’s_Tarsier,VU,Threatened,W,U,WARN,FAIL,Carlito_syrichta,5728237,1533739638,0,0,22.51,3453864774,NA,Indonesia,NA,PRJEB59576 (this study),ERS14600393
PD_0406,Cercopithecus,ascanius,ssp,Cercopithecidae,MAINLAND_AFRICA,Red-tailed_Monkey,LC,Unthreatened,U,M,PASS,PASS,Cercopithecus_albogularis,16175915,2166535119,10,15800000,22.93,2793076453,NA,NA,1999,PRJEB59576 (this study),ERS14600394
PD_0407,Cercopithecus,neglectus,ssp,Cercopithecidae,MAINLAND_AFRICA,De_Brazza’s_Monkey,LC,Unthreatened,U,M,PASS,PASS,Cercopithecus_albogularis,6672043,2381532410,0,0,28.74,2793076453,NA,both parents from Gabon,1995,PRJEB59576 (this study),ERS14600395
PD_0408,Cercocebus,torquatus,ssp,Cercopithecidae,MAINLAND_AFRICA,Red-capped_Mangabey,EN,Threatened,U,M,PASS,PASS,Cercocebus_atys,5537040,2379293694,0,0,29.17,2848246356,NA,mother from Gabon,1994,PRJEB59576 (this study),ERS14600396
PD_0409,Chiropotes,albinasus,ssp,Pitheciidae,AMERICAS,White-nosed_Saki,VU,Threatened,W,F,PASS,PASS,Pithecia_pithecia,2817897,2015532224,65,106400000,22.7,2721439713,"-5.9841,-61.5374",Brazil,NA,PRJEB59576 (this study),ERS12091945
PD_0410,Cercopithecus,ascanius,ssp,Cercopithecidae,MAINLAND_AFRICA,Red-tailed_Monkey,LC,Unthreatened,U,F,PASS,PASS,Cercopithecus_albogularis,15188266,2381961146,15,39000000,27,2793076453,NA,possibly DRC,1991,PRJEB59576 (this study),ERS14600397
PD_0411,Leontopithecus,rosalia,ssp,Callitrichidae,AMERICAS,Golden_Lion_Tamarin,EN,Threatened,U,F,PASS,PASS,Callithrix_jacchus,1845747,2259075746,70,118600000,29.84,2863864636,NA,NA,before 2019,PRJEB59576 (this study),ERS14600398
PD_0412,Alouatta,seniculus,ssp,Atelidae,AMERICAS,Colombian_Red_Howler_Monkey,LC,Unthreatened,W,M,PASS,PASS,Ateles_geoffroyi,6265909,2203077849,34,52800000,29.53,2683028796,"-2.9543,-68.4239",Brazil,NA,PRJEB59576 (this study),ERS12091861
PD_0413,Alouatta,seniculus,ssp,Atelidae,AMERICAS,Colombian_Red_Howler_Monkey,LC,Unthreatened,W,M,PASS,WARN,Ateles_geoffroyi,6391994,2047805064,14,37200000,25.58,2683028796,"-1.8461,-69.0469",Brazil,NA,PRJEB59576 (this study),ERS12091862
PD_0414,Alouatta,seniculus,ssp,Atelidae,AMERICAS,Colombian_Red_Howler_Monkey,LC,Unthreatened,W,M,PASS,PASS,Ateles_geoffroyi,6469443,2207292154,51,216800000,40.01,2683028796,"-1.7017,-69.1697",Brazil,NA,PRJEB59576 (this study),ERS12091863
PD_0415,Alouatta,nigerrima,ssp,Atelidae,AMERICAS,Black_Howler_Monkey,LC,Unthreatened,W,F,PASS,PASS,Ateles_geoffroyi,6830872,2199674814,7,15600000,29.53,2683028796,"-3.3171,-55.3340",Brazil,NA,PRJEB59576 (this study),ERS12091847
PD_0416,Alouatta,macconnelli,ssp,Atelidae,AMERICAS,Guianan_Red_Howler_Monkey,LC,Unthreatened,W,F,PASS,PASS,Ateles_geoffroyi,5581353,2200916529,22,40800000,29.05,2683028796,"-1.4640,-56.7858",Brazil,NA,PRJEB59576 (this study),ERS12091844
PD_0417,Alouatta,macconnelli,ssp,Atelidae,AMERICAS,Guianan_Red_Howler_Monkey,LC,Unthreatened,W,M,PASS,PASS,Ateles_geoffroyi,5675544,2052510481,59,152400000,30.44,2683028796,"-0.3800,-64.7900",Brazil,NA,PRJEB59576 (this study),ERS12091845
PD_0418,Alouatta,seniculus,ssp,Atelidae,AMERICAS,Colombian_Red_Howler_Monkey,LC,Unthreatened,W,F,PASS,PASS,Ateles_geoffroyi,6051253,2205203454,39,74400000,31.23,2683028796,"-0.5886,-64.9140",Brazil,NA,PRJEB59576 (this study),ERS12091864
PD_0419,Alouatta,puruensis,ssp,Atelidae,AMERICAS,Purús_Red_Howler_Monkey,VU,Threatened,W,M,PASS,PASS,Ateles_geoffroyi,5877001,2204642916,118,390000000,30.97,2683028796,"-4.9806,-62.9777",Brazil,NA,PRJEB59576 (this study),ERS12091851
PD_0420,Alouatta,juara,ssp,Atelidae,AMERICAS,Colombian_Red_Howler_Monkey,LC,Unthreatened,W,F,PASS,PASS,Ateles_geoffroyi,5715733,2206119351,25,34200000,33.88,2683028796,"-3.2159,-67.4075",Brazil,NA,PRJEB59576 (this study),ERS12091839
PD_0421,Alouatta,juara,ssp,Atelidae,AMERICAS,Colombian_Red_Howler_Monkey,LC,Unthreatened,W,M,PASS,PASS,Ateles_geoffroyi,6305198,2185340188,41,66600000,36.15,2683028796,"-3.2223,-67.3877",Brazil,NA,PRJEB59576 (this study),ERS12091840
PD_0422,Alouatta,seniculus,ssp,Atelidae,AMERICAS,Juruá_Red_Howler_Monkey,LC,Unthreatened,W,F,PASS,PASS,Ateles_geoffroyi,5671303,2201056443,42,65200000,29.13,2683028796,"-2.9118,-65.0000",Brazil,NA,PRJEB59576 (this study),ERS12091865
PD_0423,Alouatta,seniculus,ssp,Atelidae,AMERICAS,Juruá_Red_Howler_Monkey,LC,Unthreatened,W,M,PASS,PASS,Ateles_geoffroyi,6362080,2205549531,21,44600000,35.47,2683028796,"-2.4376,-65.3656",Brazil,NA,PRJEB59576 (this study),ERS12091866
PD_0424,Alouatta,seniculus,ssp,Atelidae,AMERICAS,Juruá_Red_Howler_Monkey,LC,Unthreatened,W,M,PASS,PASS,Ateles_geoffroyi,6630695,2201414715,35,54600000,30.56,2683028796,"-3.3987,-64.0450",Brazil,NA,PRJEB59576 (this study),ERS12091867
PD_0425,Alouatta,seniculus,ssp,Atelidae,AMERICAS,Juruá_Red_Howler_Monkey,LC,Unthreatened,W,F,PASS,PASS,Ateles_geoffroyi,5671533,2167112357,38,57600000,31.15,2683028796,"-3.3598,-64.7184",Brazil,NA,PRJEB59576 (this study),ERS12091868
PD_0426,Alouatta,puruensis,ssp,Atelidae,AMERICAS,Juruá_Red_Howler_Monkey,VU,Threatened,W,M,PASS,PASS,Ateles_geoffroyi,6357896,2207594483,26,34600000,30.8,2683028796,"-6.6937,-69.6906",Brazil,NA,PRJEB59576 (this study),ERS12091852
PD_0427,Pan,troglodytes,ssp,Hominidae,MAINLAND_AFRICA,Chimpanzee,EN,Threatened,C,M,PASS,PASS,Pan_troglodytes,1647631,2486601206,89,950000000,28.51,3024031013,NA,Basel Zoo,NA,PRJEB59576 (this study),ERS14600399
PD_0428,Alouatta,seniculus,ssp,Atelidae,AMERICAS,Colombian_Red_Howler_Monkey,LC,Unthreatened,W,F,PASS,PASS,Ateles_geoffroyi,5952559,2173097552,67,147000000,29.66,2683028796,"-0.4715,-64.5886",Brazil,NA,PRJEB59576 (this study),ERS12091869
PD_0429,Alouatta,puruensis,ssp,Atelidae,AMERICAS,Purús_Red_Howler_Monkey,VU,Threatened,W,M,FAIL,WARN,Ateles_geoffroyi,5057854,1420255702,0,0,17.74,2683028796,"-13.2413,-60.3435",Brazil,NA,PRJEB59576 (this study),ERS12091853
PD_0430,Alouatta,puruensis,ssp,Atelidae,AMERICAS,Purús_Red_Howler_Monkey,VU,Threatened,W,F,PASS,PASS,Ateles_geoffroyi,4523038,2207670612,105,226600000,42.24,2683028796,"-12.3002,-63.3027",Brazil,NA,PRJEB59576 (this study),ERS12091854
PD_0431,Ateles,chamek,ssp,Atelidae,AMERICAS,Black-faced_Black_Spider_Monkey,EN,Threatened,W,F,PASS,PASS,Ateles_geoffroyi,7798112,2372692142,36,72800000,43.06,2683028796,"-3.8335,-67.4276",Brazil,NA,PRJEB59576 (this study),ERS12091881
PD_0432,Ateles,chamek,ssp,Atelidae,AMERICAS,NO_ENTRY,EN,Threatened,W,F,PASS,PASS,Ateles_geoffroyi,4548555,2370044569,38,65600000,35.61,2683028796,"-7.7116,-60.5968",Brazil,NA,PRJEB59576 (this study),ERS12091882
PD_0433,Ateles,chamek,ssp,Atelidae,AMERICAS,NO_ENTRY,EN,Threatened,W,F,PASS,PASS,Ateles_geoffroyi,4455790,2371246208,43,84400000,35.16,2683028796,"-7.4607,-60.6855",Brazil,NA,PRJEB59576 (this study),ERS12091883
PD_0434,Cacajao,calvus,ssp,Pitheciidae,AMERICAS,Bald-headed_Uacari,VU,Threatened,W,M,PASS,PASS,Pithecia_pithecia,2742722,2306077487,165,354800000,32.6,2721439713,"-2.4376,-65.3656",Brazil,NA,PRJEB59576 (this study),ERS12091906
PD_0435,Cacajao,calvus,rubicundus,Pitheciidae,AMERICAS,Bald-headed_Uacari,VU,Threatened,W,M,PASS,PASS,Pithecia_pithecia,2867344,2332684193,117,189000000,31.54,2721439713,"-3.2995,-67.3739",Brazil,NA,PRJEB59576 (this study),ERS12091907
PD_0436,Cacajao,calvus,rubicundus,Pitheciidae,AMERICAS,Bald-headed_Uacari,VU,Threatened,W,F,PASS,PASS,Pithecia_pithecia,2131398,2309755807,405,997200000,26.45,2721439713,"-3.3116,-67.5476",Brazil,NA,PRJEB59576 (this study),ERS12091908
PD_0437,Cacajao,calvus,rubicundus,Pitheciidae,AMERICAS,Bald-headed_Uacari,VU,Threatened,W,M,PASS,PASS,Pithecia_pithecia,2901152,2336471510,124,194600000,41.09,2721439713,"-3.7919,-67.4583",Brazil,NA,PRJEB59576 (this study),ERS12091909
PD_0520,Hoolock,hoolock,ssp,Hylobatidae,ASIA,Western_Hoolock_Gibbon,EN,Threatened,W,F,PASS,PASS,Nomascus_siki,1029196,2353548972,481,1411000000,24.27,2783107017,"96.34, 27.78","Wakro, Arunachal Pradesh, India",2018,PRJEB59576 (this study),ERS14600400
PD_0521,Hoolock,hoolock,ssp,Hylobatidae,ASIA,Western_Hoolock_Gibbon,EN,Threatened,W,M,PASS,PASS,Nomascus_siki,1660028,2348404706,193,356800000,38.84,2783107017,"96.34, 27.78","Wakro, Arunachal Pradesh, India",2018,PRJEB59576 (this study),ERS14600401
PD_0522,Hoolock,hoolock,ssp,Hylobatidae,ASIA,Western_Hoolock_Gibbon,EN,Threatened,W,F,PASS,PASS,Nomascus_siki,1752783,2349936910,125,215000000,71.48,2783107017,"96.34, 27.78","Wakro, Arunachal Pradesh, India",2018,PRJEB59576 (this study),ERS14600402
PD_0523,Hoolock,hoolock,ssp,Hylobatidae,ASIA,Western_Hoolock_Gibbon,EN,Threatened,W,F,PASS,PASS,Nomascus_siki,1649158,2354097563,173,327000000,32.41,2783107017,"96.00, 28.25","Mishmi, Arunachal Pradesh, India",2018,PRJEB59576 (this study),ERS14600403
PD_0524,Hoolock,hoolock,ssp,Hylobatidae,ASIA,Western_Hoolock_Gibbon,EN,Threatened,W,M,PASS,PASS,Nomascus_siki,1652878,2343437018,165,294000000,26.92,2783107017,"96.34, 27.78","Wakro, Arunachal Pradesh, India",2018,PRJEB59576 (this study),ERS14600404
PD_0525,Hoolock,hoolock,ssp,Hylobatidae,ASIA,Western_Hoolock_Gibbon,EN,Threatened,W,F,FAIL,PASS,Nomascus_siki,1905140,2349493543,28,37200000,63.29,2783107017,"94.20, 26.75","Jorhat, Assam, India",2018,PRJEB59576 (this study),ERS14600405
PD_0526,Macaca,assamensis,ssp,Cercopithecidae,ASIA,Assam_Macaque,NT,Unthreatened,W,F,NA,NA,Macaca_mulatta,0,NA,0,0,NA,,"92.67, 23.78","Aizawl, Mizoram, India",2019,PRJEB59576 (this study),ERS14600406
PD_0527,Hoolock,hoolock,ssp,Hylobatidae,ASIA,Western_Hoolock_Gibbon,EN,Threatened,W,F,PASS,PASS,Nomascus_siki,1522044,2347553053,179,651200000,48.63,2783107017,"96.34, 27.78","Wakro, Arunachal Pradesh, India",2018,PRJEB59576 (this study),ERS14600407
PD_0528,Hoolock,hoolock,ssp,Hylobatidae,ASIA,Western_Hoolock_Gibbon,EN,Threatened,W,F,PASS,PASS,Nomascus_siki,1604988,2347964685,79,155400000,20.87,2783107017,NA,"Guwahati Zoo, Assam, India",2015,PRJEB59576 (this study),ERS14600408
PD_0529,Hoolock,hoolock,ssp,Hylobatidae,ASIA,Western_Hoolock_Gibbon,EN,Threatened,W,M,PASS,PASS,Nomascus_siki,1531857,2359654853,85,127400000,32.35,2783107017,"93.02, 26.06","Karbi, Assam, India",2018,PRJEB59576 (this study),ERS14600409
PD_0530,Hoolock,hoolock,ssp,Hylobatidae,ASIA,Western_Hoolock_Gibbon,EN,Threatened,W,F,PASS,PASS,Nomascus_siki,1479288,2351600538,122,185600000,25.17,2783107017,"93.02, 26.06","Karbi, Assam, India",2018,PRJEB59576 (this study),ERS14600410
PD_0531,Loris,lydekkerianus,ssp,Lorisidae,ASIA,Grey_Slender_Loris,NT,Unthreatened,W,M,WARN,PASS,Loris_tardigradus,1208218,2415955146,389,991600000,31.19,2737734828,"77.56, 13.01","Bangalore, Karnataka, India",2016,PRJEB59576 (this study),ERS14600411
PD_0532,Loris,lydekkerianus,ssp,Lorisidae,ASIA,Grey_Slender_Loris,NT,Unthreatened,W,M,WARN,PASS,Loris_tardigradus,1063503,2399455033,375,618200000,31.9,2737734828,"74.37, 14.52","Aghanashini, Karnataka, India",2014,PRJEB59576 (this study),ERS14600412
PD_0533,Macaca,arctoides,ssp,Cercopithecidae,ASIA,Stump-tailed_Macaque,VU,Threatened,W,F,PASS,PASS,Macaca_mulatta,2904480,2549608485,10,11400000,29.03,2955490605,NA,"Hyderabad Zoo, Telangana, India",2019,PRJEB59576 (this study),ERS14600413
PD_0534,Macaca,arctoides,ssp,Cercopithecidae,ASIA,Stump-tailed_Macaque,VU,Threatened,W,M,PASS,PASS,Macaca_mulatta,2068127,2522387904,160,281200000,15.29,2955490605,"92.67, 23.78","Aizawl, Mizoram, India",2019,PRJEB59576 (this study),ERS14600414
PD_0535,Macaca,arctoides,ssp,Cercopithecidae,ASIA,Stump-tailed_Macaque,VU,Threatened,W,F,PASS,PASS,Macaca_mulatta,1797606,2545654935,396,946200000,22.44,2955490605,"92.67, 23.78","Aizawl, Mizoram, India",2019,PRJEB59576 (this study),ERS14600415
PD_0536,Macaca,arctoides,ssp,Cercopithecidae,ASIA,Stump-tailed_Macaque,VU,Threatened,W,M,FAIL,WARN,Macaca_mulatta,207297,2056686829,203,445400000,4.56,2955490605,"92.67, 23.78","Aizawl, Mizoram, India",2019,PRJEB59576 (this study),ERS14600416
PD_0537,Hoolock,hoolock,ssp,Hylobatidae,ASIA,Western_Hoolock_Gibbon,EN,Threatened,W,M,NA,NA,Nomascus_siki,1419745,2352693376,157,214600000,55.43,2783107017,"92.67, 23.78","Aizawl, Mizoram, India",2019,PRJEB59576 (this study),ERS14600417
PD_0538,Macaca,fascicularis,umbrosa,Cercopithecidae,ASIA,Nicobar_Crab-eating_Macaque,VU,Threatened,W,M,PASS,PASS,Macaca_mulatta,4218835,2537282960,66,160800000,22.6,2955490605,"93.32, 8.00","Nicobar Islands, India",2018,PRJEB59576 (this study),ERS14600418
PD_0539,Macaca,fascicularis,umbrosa,Cercopithecidae,ASIA,Nicobar_Crab-eating_Macaque,VU,Threatened,W,M,PASS,PASS,Macaca_mulatta,4315238,2554467096,66,158400000,42,2955490605,"93.32, 8.00","Nicobar Islands, India",2018,PRJEB59576 (this study),ERS14600419
PD_0540,Macaca,leonina,ssp,Cercopithecidae,ASIA,Northern_Pig-tailed_Macaque,VU,Threatened,W,M,PASS,PASS,Macaca_mulatta,2609344,2534328791,46,97800000,44.39,2955490605,"91.30, 23.65","Sepahijhala, Tripura, India",2014,PRJEB59576 (this study),ERS14600420
PD_0541,Macaca,leonina,ssp,Cercopithecidae,ASIA,Northern_Pig-tailed_Macaque,VU,Threatened,W,F,PASS,PASS,Macaca_mulatta,2575029,2543307568,48,110400000,24.65,2955490605,"91.30, 23.65","Sepahijhala, Tripura, India",2014,PRJEB59576 (this study),ERS14600421
PD_0542,Macaca,leonina,ssp,Cercopithecidae,ASIA,Northern_Pig-tailed_Macaque,VU,Threatened,W,F,PASS,PASS,Macaca_mulatta,2489404,2515779984,52,142000000,22.49,2955490605,"91.30, 23.65","Sepahijhala, Tripura, India",2014,PRJEB59576 (this study),ERS14600422
PD_0543,Macaca,leonina,ssp,Cercopithecidae,ASIA,Northern_Pig-tailed_Macaque,VU,Threatened,W,F,PASS,PASS,Macaca_mulatta,2707265,2537032316,12,13800000,45.58,2955490605,"92.67, 23.78","Aizawl, Mizoram, India",2019,PRJEB59576 (this study),ERS14600423
PD_0544,Macaca,leonina,ssp,Cercopithecidae,ASIA,Northern_Pig-tailed_Macaque,VU,Threatened,W,M,PASS,PASS,Macaca_mulatta,8139470,2542672397,20,45600000,74.01,2955490605,NA,"Vadodara Zoo, Gujarat, India",2018,PRJEB59576 (this study),ERS14600424
PD_0545,Macaca,leonina,ssp,Cercopithecidae,ASIA,Northern_Pig-tailed_Macaque,VU,Threatened,W,F,NA,PASS,Macaca_mulatta,0,NA,0,0,85.55,2955490605,NA,"Vadodara Zoo, Gujarat, India",2018,PRJEB59576 (this study),ERS14600425
PD_0546,Macaca,mulatta,ssp,Cercopithecidae,ASIA,Rhesus_Monkey,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,5535567,2595814096,106,213200000,27.42,2955490605,"78.10, 17.27","Ranga Reddy, Telangana, India",2019,PRJEB59576 (this study),ERS14600426
PD_0547,Macaca,mulatta,ssp,Cercopithecidae,ASIA,Rhesus_Monkey,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,5377800,2583970092,121,242000000,22.51,2955490605,"78.10, 17.27","Ranga Reddy, Telangana, India",2019,PRJEB59576 (this study),ERS14600427
PD_0548,Macaca,mulatta,ssp,Cercopithecidae,ASIA,Rhesus_Monkey,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,5522659,2590770431,104,185800000,23.41,2955490605,"78.10, 17.27","Ranga Reddy, Telangana, India",2019,PRJEB59576 (this study),ERS14600428
PD_0549,Macaca,mulatta,ssp,Cercopithecidae,ASIA,Rhesus_Monkey,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,5243513,2580191507,99,300600000,39.35,2955490605,NA,"Thiruvananthapuram Zoo, Kerala, India",2019,PRJEB59576 (this study),ERS14600429
PD_0550,Macaca,mulatta,ssp,Cercopithecidae,ASIA,Rhesus_Monkey,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,5634758,2565447357,70,107600000,34.89,2955490605,"78.10, 17.27","Ranga Reddy, Telangana, India",2019,PRJEB59576 (this study),ERS14600430
PD_0551,Macaca,mulatta,ssp,Cercopithecidae,ASIA,Rhesus_Monkey,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,5567340,2587769514,90,168600000,27.8,2955490605,"78.10, 17.27","Ranga Reddy, Telangana, India",2019,PRJEB59576 (this study),ERS14600431
PD_0552,Macaca,radiata,ssp,Cercopithecidae,ASIA,Bonnet_Macaque,VU,Threatened,W,F,PASS,PASS,Macaca_mulatta,3561705,2540059839,87,192200000,39.04,2955490605,"78.40, 17.41","Hyderabad, Telangana, India",2019,PRJEB59576 (this study),ERS14600432
PD_0553,Macaca,radiata,ssp,Cercopithecidae,ASIA,Bonnet_Macaque,VU,Threatened,W,M,PASS,PASS,Macaca_mulatta,3374855,2538503464,120,350000000,30.51,2955490605,"78.40, 17.41","Hyderabad, Telangana, India",2019,PRJEB59576 (this study),ERS14600433
PD_0554,Macaca,radiata,ssp,Cercopithecidae,ASIA,Bonnet_Macaque,VU,Threatened,W,M,PASS,PASS,Macaca_mulatta,3180450,2549772677,150,334000000,72.95,2955490605,"78.40, 17.41","Hyderabad, Telangana, India",2019,PRJEB59576 (this study),ERS14600434
PD_0555,Macaca,radiata,ssp,Cercopithecidae,ASIA,Bonnet_Macaque,VU,Threatened,W,M,PASS,PASS,Macaca_mulatta,3616496,2546031336,120,227800000,29.9,2955490605,"78.40, 17.41","Hyderabad, Telangana, India",2019,PRJEB59576 (this study),ERS14600435
PD_0556,Macaca,radiata,ssp,Cercopithecidae,ASIA,Bonnet_Macaque,VU,Threatened,W,F,PASS,PASS,Macaca_mulatta,3662140,2528381311,35,91600000,25.85,2955490605,NA,"Mysore Zoo, Karnataka, India",2019,PRJEB59576 (this study),ERS14600436
PD_0557,Macaca,radiata,ssp,Cercopithecidae,ASIA,Bonnet_Macaque,VU,Threatened,W,F,PASS,PASS,Macaca_mulatta,3321463,2538858685,151,318000000,33.95,2955490605,"78.40, 17.41","Hyderabad, Telangana, India",2019,PRJEB59576 (this study),ERS14600437
PD_0558,Macaca,radiata,ssp,Cercopithecidae,ASIA,Bonnet_Macaque,VU,Threatened,W,M,PASS,PASS,Macaca_mulatta,2737219,2543468558,173,652800000,30.06,2955490605,NA,"Vadodara Zoo, Gujarat, India",2019,PRJEB59576 (this study),ERS14600438
PD_0559,Macaca,radiata,ssp,Cercopithecidae,ASIA,Bonnet_Macaque,VU,Threatened,W,F,PASS,PASS,Macaca_mulatta,3733955,2534431302,36,91800000,34.87,2955490605,"76.63, 12.31","Mysore, Karnataka, India",2015,PRJEB59576 (this study),ERS14600439
PD_0560,Macaca,radiata,ssp,Cercopithecidae,ASIA,Bonnet_Macaque,VU,Threatened,W,M,PASS,PASS,Macaca_mulatta,3241818,2550858732,69,164600000,28.66,2955490605,"80.20, 13.04","Chennai, Tamilnadu, India",2015,PRJEB59576 (this study),ERS14600440
PD_0561,Macaca,radiata,ssp,Cercopithecidae,ASIA,Bonnet_Macaque,VU,Threatened,W,F,PASS,PASS,Macaca_mulatta,3127588,2545967230,174,360400000,25.56,2955490605,"80.20, 13.04","Chennai, Tamilnadu, India",2015,PRJEB59576 (this study),ERS14600441
PD_0562,Macaca,radiata,ssp,Cercopithecidae,ASIA,Bonnet_Macaque,VU,Threatened,W,M,PASS,PASS,Macaca_mulatta,2868420,2554482753,121,817400000,77.63,2955490605,NA,"Thiruvananthapuram Zoo, Kerala, India",2015,PRJEB59576 (this study),ERS14600442
PD_0563,Macaca,radiata,ssp,Cercopithecidae,ASIA,Bonnet_Macaque,VU,Threatened,W,M,PASS,PASS,Macaca_mulatta,3196417,2553862555,110,189600000,51.92,2955490605,NA,"Thiruvananthapuram Zoo, Kerala, India",2015,PRJEB59576 (this study),ERS14600443
PD_0564,Macaca,radiata,ssp,Cercopithecidae,ASIA,Bonnet_Macaque,VU,Threatened,W,M,PASS,PASS,Macaca_mulatta,3148435,2550140481,89,162000000,29.32,2955490605,NA,"Thiruvananthapuram Zoo, Kerala, India",2015,PRJEB59576 (this study),ERS14600444
PD_0565,Macaca,silenus,ssp,Cercopithecidae,ASIA,Lion-tailed_Macaque,EN,Threatened,W,M,PASS,PASS,Macaca_mulatta,1553290,2535566251,65,117400000,35.8,2955490605,"76.65, 10.78","Palakkad, Kerala, India",2015,PRJEB59576 (this study),ERS14600445
PD_0566,Macaca,silenus,ssp,Cercopithecidae,ASIA,Lion-tailed_Macaque,EN,Threatened,W,M,PASS,PASS,Macaca_mulatta,1389268,2535930232,136,245200000,32.79,2955490605,"74.74, 13.33","Udupi, Karnataka, India",2015,PRJEB59576 (this study),ERS14600446
PD_0567,Macaca,silenus,ssp,Cercopithecidae,ASIA,Lion-tailed_Macaque,EN,Threatened,W,M,PASS,PASS,Macaca_mulatta,1566077,2546167420,75,134000000,35.8,2955490605,"77.02, 9.81","Idukki, Kerala, India",2015,PRJEB59576 (this study),ERS14600447
PD_0568,Macaca,silenus,ssp,Cercopithecidae,ASIA,Lion-tailed_Macaque,EN,Threatened,W,M,PASS,PASS,Macaca_mulatta,1522774,2536223625,87,183600000,28.27,2955490605,"74.96, 12.48","Kasargod, Kerala, India",2015,PRJEB59576 (this study),ERS14600448
PD_0569,Macaca,silenus,ssp,Cercopithecidae,ASIA,Lion-tailed_Macaque,EN,Threatened,C,F,PASS,PASS,Macaca_mulatta,1939158,2535976545,0,0,34.3,2955490605,NA,"Thiruvananthapuram Zoo, Kerala, India",2015,PRJEB59576 (this study),ERS14600449
PD_0570,Macaca,silenus,ssp,Cercopithecidae,ASIA,Lion-tailed_Macaque,EN,Threatened,W,F,PASS,PASS,Macaca_mulatta,1599975,2505584708,72,221600000,75.72,2955490605,"76.92, 8.49","Thiruvananthapuram, Kerala, India",2015,PRJEB59576 (this study),ERS14600450
PD_0571,Macaca,silenus,ssp,Cercopithecidae,ASIA,Lion-tailed_Macaque,EN,Threatened,W,F,PASS,PASS,Macaca_mulatta,1590922,2533058116,163,333000000,26.97,2955490605,"76.10, 11.71","Wayanad, Kerala, India",2015,PRJEB59576 (this study),ERS14600451
PD_0572,Macaca,silenus,ssp,Cercopithecidae,ASIA,Lion-tailed_Macaque,EN,Threatened,C,F,PASS,PASS,Macaca_mulatta,1861846,2534185499,63,375800000,49.36,2955490605,"80.08, 12.87","Chennai Zoo, Tamilnadu, India",2015,PRJEB59576 (this study),ERS14600452
PD_0573,Macaca,silenus,ssp,Cercopithecidae,ASIA,Lion-tailed_Macaque,EN,Threatened,C,F,PASS,PASS,Macaca_mulatta,1862512,2536788467,31,50400000,49.93,2955490605,"80.08, 12.87","Chennai Zoo, Tamilnadu, India",2015,PRJEB59576 (this study),ERS14600453
PD_0574,Macaca,silenus,ssp,Cercopithecidae,ASIA,Lion-tailed_Macaque,EN,Threatened,C,M,PASS,PASS,Macaca_mulatta,1446555,2520153047,107,926200000,29.91,2955490605,NA,"Hyderabad Zoo, Telangana, India",2015,PRJEB59576 (this study),ERS14600454
PD_0575,Macaca,silenus,ssp,Cercopithecidae,ASIA,Lion-tailed_Macaque,EN,Threatened,C,F,PASS,PASS,Macaca_mulatta,1099238,2541594231,259,1093800000,25.27,2955490605,NA,"Hyderabad Zoo, Telangana, India",2015,PRJEB59576 (this study),ERS14600455
PD_0576,Macaca,silenus,ssp,Cercopithecidae,ASIA,Lion-tailed_Macaque,EN,Threatened,W,M,WARN,PASS,Macaca_mulatta,898401,2520573735,497,1347000000,23.13,2955490605,"74.59, 14.72","Uttara kannada, Karnataka, India",2015,PRJEB59576 (this study),ERS14600456
PD_0577,Macaca,silenus,ssp,Cercopithecidae,ASIA,Lion-tailed_Macaque,EN,Threatened,W,F,PASS,PASS,Macaca_mulatta,1089806,2540135734,382,775200000,50.6,2955490605,"74.74, 13.33","Udupi, Karnataka, India",2015,PRJEB59576 (this study),ERS14600457
PD_0578,Nycticebus,bengalensis,ssp,Lorisidae,ASIA,Bengal_Slow_Loris,EN,Threatened,W,M,WARN,PASS,Nycticebus_pygmaeus,1728175,2306137935,426,718400000,38.71,2828132058,NA,"Hyderabad Zoo, Telangana, India",2019,PRJEB59576 (this study),ERS14600458
PD_0579,Nycticebus,bengalensis,ssp,Lorisidae,ASIA,Bengal_Slow_Loris,EN,Threatened,W,F,WARN,PASS,Nycticebus_pygmaeus,1732763,2302508071,430,774800000,29.67,2828132058,NA,"Hyderabad Zoo, Telangana, India",2019,PRJEB59576 (this study),ERS14600459
